file,book,conference,DO,TY,TI,T2,SP,EP,PY,JO,IS,SN,VO,VL,JA,Y1,PB,UR,AU,KW,AB
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934275,JOUR,PlanningVis: A Visual Analytics Approach to Production Planning in Smart Factories,IEEE Transactions on Visualization and Computer Graphics,579,589,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934275,"['Sun, D.', 'Huang, R.', 'Chen, Y.', 'Wang, Y.', 'Zeng, J.', 'Yuan, M.', 'Pong, T.', 'Qu, H.']","[""Production facilities"", ""Task analysis"", ""Optimization"", ""Manufacturing"", ""Raw materials"", ""Production Planning"", ""Time Series Data"", ""Comparative Analysis"", ""Visual Analytics"", ""Smart Factory"", ""Industry 4.0""]","Production planning in the manufacturing industry is crucial for fully utilizing factory resources (e.g., machines, raw materials and workers) and reducing costs. With the advent of industry 4.0, plenty of data recording the status of factory resources have been collected and further involved in production planning, which brings an unprecedented opportunity to understand, evaluate and adjust complex production plans through a data-driven approach. However, developing a systematic analytics approach for production planning is challenging due to the large volume of production data, the complex dependency between products, and unexpected changes in the market and the plant. Previous studies only provide summarized results and fail to show details for comparative analysis of production plans. Besides, the rapid adjustment to the plan in the case of an unanticipated incident is also not supported. In this paper, we propose PlanningVis, a visual analytics system to support the exploration and comparison of production plans with three levels of details: a plan overview presenting the overall difference between plans, a product view visualizing various properties of individual products, and a production detail view displaying the product dependency and the daily production details in related factories. By integrating an automatic planning algorithm with interactive visual explorations, PlanningVis can facilitate the efficient optimization of daily production planning as well as support a quick response to unanticipated incidents in manufacturing. Two case studies with real-world data and carefully designed interviews with domain experts demonstrate the effectiveness and usability of PlanningVis."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934655,JOUR,Visual Analytics for Electromagnetic Situation Awareness in Radio Monitoring and Management,IEEE Transactions on Visualization and Computer Graphics,590,600,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934655,"['Zhao, Y.', 'Luo, X.', 'Lin, X.', 'Wang, H.', 'Kui, X.', 'Zhou, F.', 'Wang, J.', 'Chen, Y.', 'Chen, W.']","[""Data visualization"", ""Electromagnetics"", ""Time-frequency analysis"", ""Monitoring"", ""Computational modeling"", ""Visual analytics"", ""Radio monitoring and management"", ""radio signal data"", ""radio spectrum data"", ""situation awareness"", ""visual analytics""]","Traditional radio monitoring and management largely depend on radio spectrum data analysis, which requires considerable domain experience and heavy cognition effort and frequently results in incorrect signal judgment and incomprehensive situation awareness. Faced with increasingly complicated electromagnetic environments, radio supervisors urgently need additional data sources and advanced analytical technologies to enhance their situation awareness ability. This paper introduces a visual analytics approach for electromagnetic situation awareness. Guided by a detailed scenario and requirement analysis, we first propose a signal clustering method to process radio signal data and a situation assessment model to obtain qualitative and quantitative descriptions of the electromagnetic situations. We then design a two-module interface with a set of visualization views and interactions to help radio supervisors perceive and understand the electromagnetic situations by a joint analysis of radio signal data and radio spectrum data. Evaluations on real-world data sets and an interview with actual users demonstrate the effectiveness of our prototype system. Finally, we discuss the limitations of the proposed approach and provide future work directions."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934660,JOUR,sPortfolio: Stratified Visual Analysis of Stock Portfolios,IEEE Transactions on Visualization and Computer Graphics,601,610,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934660,"['Yue, X.', 'Bai, J.', 'Liu, Q.', 'Tang, Y.', 'Puri, A.', 'Li, K.', 'Qu, H.']","[""Portfolios"", ""Data visualization"", ""Investment"", ""Industries"", ""Time series analysis"", ""Visual analytics"", ""Stock portfolio"", ""visual analytics"", ""factor investment"", ""financial data analysis""]","Quantitative Investment, built on the solid foundation of robust financial theories, is at the center stage in investment industry today. The essence of quantitative investment is the multi-factor model, which explains the relationship between the risk and return of equities. However, the multi-factor model generates enormous quantities of factor data, through which even experienced portfolio managers find it difficult to navigate. This has led to portfolio analysis and factor research being limited by a lack of intuitive visual analytics tools. Previous portfolio visualization systems have mainly focused on the relationship between the portfolio return and stock holdings, which is insufficient for making actionable insights or understanding market trends. In this paper, we present s Portfolio, which, to the best of our knowledge, is the first visualization that attempts to explore the factor investment area. In particular, sPortfolio provides a holistic overview of the factor data and aims to facilitate the analysis at three different levels: a Risk-Factor level, for a general market situation analysis; a Multiple-Portfolio level, for understanding the portfolio strategies; and a Single-Portfolio level, for investigating detailed operations. The system's effectiveness and usability are demonstrated through three case studies. The system has passed its pilot study and is soon to be deployed in industry."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934555,JOUR,Pattern-Driven Navigation in 2D Multiscale Visualizations with Scalable Insets,IEEE Transactions on Visualization and Computer Graphics,611,621,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934555,"['Lekschas, F.', 'Behrisch, M.', 'Bach, B.', 'Kerpedjiev, P.', 'Gehlenborg, N.', 'Pfister, H.']","[""Visualization"", ""Navigation"", ""Genomics"", ""Bioinformatics"", ""Data visualization"", ""Labeling"", ""Lenses"", ""Guided Navigation"", ""Pattern Exploration"", ""Multiscale Visualizations"", ""Gigapixel Images"", ""Geospatial Maps"", ""Genomics""]","We present Scalable Insets, a technique for interactively exploring and navigating large numbers of annotated patterns in multiscale visualizations such as gigapixel images, matrices, or maps. Exploration of many but sparsely-distributed patterns in multiscale visualizations is challenging as visual representations change across zoom levels, context and navigational cues get lost upon zooming, and navigation is time consuming. Our technique visualizes annotated patterns too small to be identifiable at certain zoom levels using insets, i.e., magnified thumbnail views of the annotated patterns. Insets support users in searching, comparing, and contextualizing patterns while reducing the amount of navigation needed. They are dynamically placed either within the viewport or along the boundary of the viewport to offer a compromise between locality and context preservation. Annotated patterns are interactively clustered by location and type. They are visually represented as an aggregated inset to provide scalable exploration within a single viewport. In a controlled user study with 18 participants, we found that Scalable Insets can speed up visual search and improve the accuracy of pattern comparison at the cost of slower frequency estimation compared to a baseline technique. A second study with 6 experts in the field of genomics showed that Scalable Insets is easy to learn and provides first insights into how Scalable Insets can be applied in an open-ended data exploration scenario."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934612,JOUR,Multi-Scale Procedural Animations of Microtubule Dynamics Based on Measured Data,IEEE Transactions on Visualization and Computer Graphics,622,632,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934612,"['Klein, T.', 'Viola, I.', 'Groller, E.', 'Mindek, P.']","[""Animation"", ""Biological system modeling"", ""Data visualization"", ""Computational modeling"", ""Visualization"", ""Data models"", ""Procedural modeling"", ""molecular visualization"", ""animation"", ""microtubules""]","Biologists often use computer graphics to visualize structures, which due to physical limitations are not possible to image with a microscope. One example for such structures are microtubules, which are present in every eukaryotic cell. They are part of the cytoskeleton maintaining the shape of the cell and playing a key role in the cell division. In this paper, we propose a scientifically-accurate multi-scale procedural model of microtubule dynamics as a novel application scenario for procedural animation, which can generate visualizations of their overall shape, molecular structure, as well as animations of the dynamic behaviour of their growth and disassembly. The model is spanning from tens of micrometers down to atomic resolution. All the aspects of the model are driven by scientific data. The advantage over a traditional, manual animation approach is that when the underlying data change, for instance due to new evidence, the model can be recreated immediately. The procedural animation concept is presented in its generic form, with several novel extensions, facilitating an easy translation to other domains with emergent multi-scale behavior."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934259,JOUR,OpenSpace: A System for Astrographics,IEEE Transactions on Visualization and Computer Graphics,633,642,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934259,"['Bock, A.', 'Axelsson, E.', 'Costa, J.', 'Payne, G.', 'Acinapura, M.', 'Trakinski, V.', 'Emmart, C.', 'Silva, C.', 'Hansen, C.', 'Ynnerman, A.']","[""Data visualization"", ""Tools"", ""Rendering (computer graphics)"", ""Data models"", ""Astronomy"", ""Space vehicles"", ""Space missions"", ""Astrographics"", ""astronomy"", ""astrophysics"", ""system""]","Human knowledge about the cosmos is rapidly increasing as instruments and simulations are generating new data supporting the formation of theory and understanding of the vastness and complexity of the universe. OpenSpace is a software system that takes on the mission of providing an integrated view of all these sources of data and supports interactive exploration of the known universe from the millimeter scale showing instruments on spacecrafts to billions of light years when visualizing the early universe. The ambition is to support research in astronomy and space exploration, science communication at museums and in planetariums as well as bringing exploratory astrographics to the class room. There is a multitude of challenges that need to be met in reaching this goal such as the data variety, multiple spatio-temporal scales, collaboration capabilities, etc. Furthermore, the system has to be flexible and modular to enable rapid prototyping and inclusion of new research results or space mission data and thereby shorten the time from discovery to dissemination. To support the different use cases the system has to be hardware agnostic and support a range of platforms and interaction paradigms. In this paper we describe how OpenSpace meets these challenges in an open source effort that is paving the path for the next generation of interactive astrographics."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934258,JOUR,Scale-Space Splatting: Reforming Spacetime for Cross-Scale Exploration of Integral Measures in Molecular Dynamics,IEEE Transactions on Visualization and Computer Graphics,643,653,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934258,"['Palenik, J.', 'Byska, J.', 'Bruckner, S.', 'Hauser, H.']","[""Data visualization"", ""Computational modeling"", ""Time series analysis"", ""Atmospheric measurements"", ""Particle measurements"", ""Analytical models"", ""Kernel"", ""Scale space"", ""time-series"", ""scientific simulation"", ""multi-scale analysis"", ""space-time cube"", ""molecular dynamics""]","Understanding large amounts of spatiotemporal data from particle-based simulations, such as molecular dynamics, often relies on the computation and analysis of aggregate measures. These, however, by virtue of aggregation, hide structural information about the space/time localization of the studied phenomena. This leads to degenerate cases where the measures fail to capture distinct behaviour. In order to drill into these aggregate values, we propose a multi-scale visual exploration technique. Our novel representation, based on partial domain aggregation, enables the construction of a continuous scale-space for discrete datasets and the simultaneous exploration of scales in both space and time. We link these two scale-spaces in a scale-space space-time cube and model linked views as orthogonal slices through this cube, thus enabling the rapid identification of spatio-temporal patterns at multiple scales. To demonstrate the effectiveness of our approach, we showcase an advanced exploration of a protein-ligand simulation."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934334,JOUR,Scale Trotter: Illustrative Visual Travels Across Negative Scales,IEEE Transactions on Visualization and Computer Graphics,654,664,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934334,"['Halladjian, S.', 'Miao, H.', 'Kou@il, D.', 'Groller, M. E.', 'Viola, I.', 'Isenberg, T.']","[""Visualization"", ""Data visualization"", ""Genomics"", ""Bioinformatics"", ""DNA"", ""Biological cells"", ""Three-dimensional displays"", ""Multi-scale visualization"", ""scale transition"", ""abstraction"", ""human genome"", ""DNA"", ""Hi-C data""]","We present ScaleTrotter, a conceptual framework for an interactive, multi-scale visualization of biological mesoscale data and, specifically, genome data. ScaleTrotter allows viewers to smoothly transition from the nucleus of a cell to the atomistic composition of the DNA, while bridging several orders of magnitude in scale. The challenges in creating an interactive visualization of genome data are fundamentally different in several ways from those in other domains like astronomy that require a multi-scale representation as well. First, genome data has intertwined scale levels--the DNA is an extremely long, connected molecule that manifests itself at all scale levels. Second, elements of the DNA do not disappear as one zooms out--instead the scale levels at which they are observed group these elements differently. Third, we have detailed information and thus geometry for the entire dataset and for all scale levels, posing a challenge for interactive visual exploration. Finally, the conceptual scale levels for genome data are close in scale space, requiring us to find ways to visually embed a smaller scale into a coarser one. We address these challenges by creating a new multi-scale visualization concept. We use a scale-dependent camera model that controls the visual embedding of the scales into their respective parents, the rendering of a subset of the scale hierarchy, and the location, size, and scope of the view. In traversing the scales, ScaleTrotter is roaming between 2D and 3D visual representations that are depicted in integrated visuals. We discuss, specifically, how this form of multi-scale visualization follows from the specific characteristics of the genome data and describe its implementation. Finally, we discuss the implications of our work to the general illustrative depiction of multi-scale data."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934396,JOUR,A Deep Generative Model for Graph Layout,IEEE Transactions on Visualization and Computer Graphics,665,675,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934396,"['Kwon, O.', 'Ma, K.']","[""Layout"", ""Training"", ""Visualization"", ""Task analysis"", ""Data visualization"", ""Machine learning"", ""Data models"", ""Graph"", ""network"", ""visualization"", ""layout"", ""machine learning"", ""deep learning"", ""neural network"", ""generative model"", ""autoencoder""]","Different layouts can characterize different aspects of the same graph. Finding a ""good@ layout of a graph is thus an important task for graph visualization. In practice, users often visualize a graph in multiple layouts by using different methods and varying parameter settings until they find a layout that best suits the purpose of the visualization. However, this trial-and-error process is often haphazard and time-consuming. To provide users with an intuitive way to navigate the layout design space, we present a technique to systematically visualize a graph in diverse layouts using deep generative models. We design an encoder-decoder architecture to learn a model from a collection of example layouts, where the encoder represents training examples in a latent space and the decoder produces layouts from the latent space. In particular, we train the model to construct a two-dimensional latent space for users to easily explore and generate various layouts. We demonstrate our approach through quantitative and qualitative evaluations of the generated layouts. The results of our evaluations show that our model is capable of learning and generalizing abstract concepts of graph layouts, not just memorizing the training examples. In summary, this paper presents a fundamentally new approach to graph visualization where a machine learning model learns to visualize a graph from examples without manually-defined heuristics."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934798,JOUR,DeepDrawing: A Deep Learning Approach to Graph Drawing,IEEE Transactions on Visualization and Computer Graphics,676,686,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934798,"['Wang, Y.', 'Jin, Z.', 'Wang, Q.', 'Cui, W.', 'Ma, T.', 'Qu, H.']","[""Deep learning"", ""Layout"", ""Neural networks"", ""Training"", ""Convolution"", ""Data models"", ""Visualization"", ""Graph Drawing"", ""Deep Learning"", ""LSTM"", ""Procrustes Analysis""]","Node-link diagrams are widely used to facilitate network explorations. However, when using a graph drawing technique to visualize networks, users often need to tune different algorithm-specific parameters iteratively by comparing the corresponding drawing results in order to achieve a desired visual effect. This trial and error process is often tedious and time-consuming, especially for non-expert users. Inspired by the powerful data modelling and prediction capabilities of deep learning techniques, we explore the possibility of applying deep learning techniques to graph drawing. Specifically, we propose using a graph-LSTM-based approach to directly map network structures to graph drawings. Given a set of layout examples as the training dataset, we train the proposed graph-LSTM-based model to capture their layout characteristics. Then, the trained model is used to generate graph drawings in a similar style for new networks. We evaluated the proposed approach on two special types of layouts (i.e., grid layouts and star layouts) and two general types of layouts (i.e., ForceAtlas2 and PivotMDS) in both qualitative and quantitative ways. The results provide support for the effectiveness of our approach. We also conducted a time cost assessment on the drawings of small graphs with 20 to 50 nodes. We further report the lessons we learned and discuss the limitations and future work."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934805,JOUR,Interactive Structure-aware Blending of Diverse Edge Bundling Visualizations,IEEE Transactions on Visualization and Computer Graphics,687,696,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934805,"['Wang, Y.', 'Xue, M.', 'Wang, Y.', 'Yan, X.', 'Chen, B.', 'Fu, C.', 'Hurter, C.']","[""Layout"", ""Data visualization"", ""Visualization"", ""Task analysis"", ""Strain"", ""Smoothing methods"", ""Optimization"", ""path visualization"", ""trajectory visualization"", ""edge bundles""]","Many edge bundling techniques (i.e., data simplification as a support for data visualization and decision making) exist but they are not directly applicable to any kind of dataset and their parameters are often too abstract and difficult to set up. As a result, this hinders the user ability to create efficient aggregated visualizations. To address these issues, we investigated a novel way of handling visual aggregation with a task-driven and user-centered approach. Given a graph, our approach produces a decluttered view as follows: first, the user investigates different edge bundling results and specifies areas, where certain edge bundling techniques would provide user-desired results. Second, our system then computes a smooth and structural preserving transition between these specified areas. Lastly, the user can further fine-tune the global visualization with a direct manipulation technique to remove the local ambiguity and to apply different visual deformations. In this paper, we provide details for our design rationale and implementation. Also, we show how our algorithm gives more suitable results compared to current edge bundling techniques, and in the end, we provide concrete instances of usages, where the algorithm combines various edge bundling results to support diverse data exploration and visualizations."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934802,JOUR,Persistent Homology Guided Force-Directed Graph Layouts,IEEE Transactions on Visualization and Computer Graphics,697,707,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934802,"['Suh, A.', 'Hajij, M.', 'Wang, B.', 'Scheidegger, C.', 'Rosen, P.']","[""Layout"", ""Feature extraction"", ""Visualization"", ""Extraterrestrial measurements"", ""Clutter"", ""Data visualization"", ""Graph drawing"", ""force-directed layout"", ""Topological Data Analysis"", ""persistent homology""]","Graphs are commonly used to encode relationships among entities, yet their abstractness makes them difficult to analyze. Node-link diagrams are popular for drawing graphs, and force-directed layouts provide a flexible method for node arrangements that use local relationships in an attempt to reveal the global shape of the graph. However, clutter and overlap of unrelated structures can lead to confusing graph visualizations. This paper leverages the persistent homology features of an undirected graph as derived information for interactive manipulation of force-directed layouts. We first discuss how to efficiently extract 0-dimensional persistent homology features from both weighted and unweighted undirected graphs. We then introduce the interactive persistence barcode used to manipulate the force-directed graph layout. In particular, the user adds and removes contracting and repulsing forces generated by the persistent homology features, eventually selecting the set of persistent homology features that most improve the layout. Finally, we demonstrate the utility of our approach across a variety of synthetic and real datasets."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934313,JOUR,Accelerated Monte Carlo Rendering of Finite-Time Lyapunov Exponents,IEEE Transactions on Visualization and Computer Graphics,708,718,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934313,"['Rojo, I. B.', 'Gross, M.', 'Gunther, T.']","[""Rendering (computer graphics)"", ""Acceleration"", ""Monte Carlo methods"", ""Scattering"", ""Feature extraction"", ""Data visualization"", ""Animation"", ""Scientific visualization"", ""Monte Carlo"", ""feature extraction"", ""finite-time Lyapunov exponents"", ""gradient domain"", ""Fourier""]","Time-dependent fluid flows often contain numerous hyperbolic Lagrangian coherent structures, which act as transport barriers that guide the advection. The finite-time Lyapunov exponent is a commonly-used approximation to locate these repelling or attracting structures. Especially on large numerical simulations, the FTLE ridges can become arbitrarily sharp and very complex. Thus, the discrete sampling onto a grid for a subsequent direct volume rendering is likely to miss sharp ridges in the visualization. For this reason, an unbiased Monte Carlo-based rendering approach was recently proposed that treats the FTLE field as participating medium with single scattering. This method constructs a ground truth rendering without discretization, but it is prohibitively slow with render times in the order of days or weeks for a single image. In this paper, we accelerate the rendering process significantly, which allows us to compute video sequence of high-resolution FTLE animations in a much more reasonable time frame. For this, we follow two orthogonal approaches to improve on the rendering process: the volumetric light path integration in gradient domain and an acceleration of the transmittance estimation. We analyze the convergence and performance of the proposed method and demonstrate the approach by rendering complex FTLE fields in several 3D vector fields."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934367,JOUR,Analysis of the Near-Wall Flow in a Turbine Cascade by Splat Visualization,IEEE Transactions on Visualization and Computer Graphics,719,728,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934367,"['Nsonga, B.', 'Scheuermann, G.', 'Gumhold, S.', 'Ventosa-Molina, J.', 'Koschichow, D.', 'Frohlich, J.']","[""Blades"", ""Turbines"", ""Heat transfer"", ""Numerical models"", ""Geometry"", ""Temperature measurement"", ""Flow Visualization"", ""Visualization in Physical Sciences and Engineering"", ""Feature Detection and Tracking"", ""Vector Field Data""]","Turbines are essential components of jet planes and power plants. Therefore, their efficiency and service life are of central engineering interest. In the case of jet planes or thermal power plants, the heating of the turbines due to the hot gas flow is critical. Besides effective cooling, it is a major goal of engineers to minimize heat transfer between gas flow and turbine by design. Since it is known that splat events have a substantial impact on the heat transfer between flow and immersed surfaces, we adapt a splat detection and visualization method to a turbine cascade simulation in this case study. Because splat events are small phenomena, we use a direct numerical simulation resolving the turbulence in the flow as the base of our analysis. The outcome shows promising insights into splat formation and its relation to vortex structures. This may lead to better turbine design in the future."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934541,JOUR,A Recursive Subdivision Technique for Sampling Multi-class Scatterplots,IEEE Transactions on Visualization and Computer Graphics,729,738,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934541,"['Chen, X.', 'Ge, T.', 'Zhang, J.', 'Chen, B.', 'Fu, C.', 'Deussen, O.', 'Wang, Y.']","[""Visualization"", ""Data visualization"", ""Measurement"", ""Sampling methods"", ""Estimation"", ""Clutter"", ""Image color analysis"", ""Scatterplot"", ""multi-class sampling"", ""kd-tree"", ""outlier"", ""relative density""]","We present a non-uniform recursive sampling technique for multi-class scatterplots, with the specific goal of faithfully presenting relative data and class densities, while preserving major outliers in the plots. Our technique is based on a customized binary kd-tree, in which leaf nodes are created by recursively subdividing the underlying multi-class density map. By backtracking, we merge leaf nodes until they encompass points of all classes for our subsequently applied outlier-aware multi-class sampling strategy. A quantitative evaluation shows that our approach can better preserve outliers and at the same time relative densities in multi-class scatterplots compared to the previous approaches, several case studies demonstrate the effectiveness of our approach in exploring complex and real world data."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934799,JOUR,Data Sampling in Multi-view and Multi-class Scatterplots via Set Cover Optimization,IEEE Transactions on Visualization and Computer Graphics,739,748,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934799,"['Hu, R.', 'Sha, T.', 'Kaick, O. Van', 'Deussen, O.', 'Huang, H.']","[""Sampling methods"", ""Visualization"", ""Optimization"", ""Kernel"", ""Two dimensional displays"", ""Image color analysis"", ""Measurement"", ""Sampling"", ""Scatterplot"", ""SPLOM"", ""Exact Cover Problem""]","We present a method for data sampling in scatterplots by jointly optimizing point selection for different views or classes. Our method uses space-filling curves (Z-order curves) that partition a point set into subsets that, when covered each by one sample, provide a sampling or coreset with good approximation guarantees in relation to the original point set. For scatterplot matrices with multiple views, different views provide different space-filling curves, leading to different partitions of the given point set. For multi-class scatterplots, the focus on either per-class distribution or global distribution provides two different partitions of the given point set that need to be considered in the selection of the coreset. For both cases, we convert the coreset selection problem into an Exact Cover Problem (ECP), and demonstrate with quantitative and qualitative evaluations that an approximate solution that solves the ECP efficiently is able to provide high-quality samplings."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934432,JOUR,Discriminability Tests for Visualization Effectiveness and Scalability,IEEE Transactions on Visualization and Computer Graphics,749,758,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934432,"['Veras, R.', 'Collins, C.']","[""Data visualization"", ""Visualization"", ""Encoding"", ""Scalability"", ""Image coding"", ""Task analysis"", ""Indexes"", ""Scalability"", ""Discriminability"", ""Simulation"", ""Perception""]","The scalability of a particular visualization approach is limited by the ability for people to discern differences between plots made with different datasets. Ideally, when the data changes, the visualization changes in perceptible ways. This relation breaks down when there is a mismatch between the encoding and the character of the dataset being viewed. Unfortunately, visualizations are often designed and evaluated without fully exploring how they will respond to a wide variety of datasets. We explore the use of an image similarity measure, the Multi-Scale Structural Similarity Index (MS-SSIM), for testing the discriminability of a data visualization across a variety of datasets. MS-SSIM is able to capture the similarity of two visualizations across multiple scales, including low level granular changes and high level patterns. Significant data changes that are not captured by the MS-SSIM indicate visualizations of low discriminability and effectiveness. The measure's utility is demonstrated with two empirical studies. In the first, we compare human similarity judgments and MS-SSIM scores for a collection of scatterplots. In the second, we compute the discriminability values for a set of basic visualizations and compare them with empirical measurements of effectiveness. In both cases, the analyses show that the computational measure is able to approximate empirical results. Our approach can be used to rank competing encodings on their discriminability and to aid in selecting visualizations for a particular type of data distribution."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934796,JOUR,Improving the Robustness of Scagnostics,IEEE Transactions on Visualization and Computer Graphics,759,769,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934796,"['Wang, Y.', 'Wang, Z.', 'Liu, T.', 'Correll, M.', 'Cheng, Z.', 'Deussen, O.', 'Sedlmair, M.']","[""Visualization"", ""Atmospheric measurements"", ""Particle measurements"", ""Sensitivity"", ""Density measurement"", ""Robustness"", ""Perturbation methods"", ""Scagnostics"", ""scatterplots"", ""sensitivity analysis"", ""Robust Scagnostics""]","In this paper, we examine the robustness of scagnostics through a series of theoretical and empirical studies. First, we investigate the sensitivity of scagnostics by employing perturbing operations on more than 60M synthetic and real-world scatterplots. We found that two scagnostic measures, Outlying and Clumpy, are overly sensitive to data binning. To understand how these measures align with human judgments of visual features, we conducted a study with 24 participants, which reveals that i) humans are not sensitive to small perturbations of the data that cause large changes in both measures, and ii) the perception of clumpiness heavily depends on per-cluster topologies and structures. Motivated by these results, we propose Robust Scagnostics (RScag) by combining adaptive binning with a hierarchy-based form of scagnostics. An analysis shows that RScag improves on the robustness of original scagnostics, aligns better with human judgments, and is equally fast as the traditional scagnostic measures."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934811,JOUR,Winglets: Visualizing Association with Uncertainty in Multi-class Scatterplots,IEEE Transactions on Visualization and Computer Graphics,770,779,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934811,"['Lu, M.', 'Wang, S.', 'Lanir, J.', 'Fish, N.', 'Yue, Y.', 'Cohen-Or, D.', 'Huang, H.']","[""Visualization"", ""Uncertainty"", ""Image color analysis"", ""Shape"", ""Clustering algorithms"", ""Encoding"", ""Scatterplot"", ""Gestalt laws"", ""Association"", ""Uncertainty""]","This work proposes Winglets, an enhancement to the classic scatterplot to better perceptually pronounce multiple classes by improving the perception of association and uncertainty of points to their related cluster. Designed as a pair of dual-sided strokes belonging to a data point, Winglets leverage the Gestalt principle of Closure to shape the perception of the form of the clusters, rather than use an explicit divisive encoding. Through a subtle design of two dominant attributes, length and orientation, Winglets enable viewers to perform a mental completion of the clusters. A controlled user study was conducted to examine the efficiency of Winglets in perceiving the cluster association and the uncertainty of certain points. The results show Winglets form a more prominent association of points into clusters and improve the perception of associating uncertainty."
